"key","additionalProperties","availability","brand","breadcrumbs","canonicalUrl","color","description","descriptionHtml","images","mainImage","material","metadata","name","size","sku","style","url"
"","{""name"":""grade"",""value"":""8""},{""name"":""type"",""value"":""Chenille""},{""name"":""content"",""value"":""100% Polyester""},{""name"":""cleaning code"",""value"":""SW (Solvent or Water-Based Cleaner)""}","InStock","{""name"":""Crosshatch""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Crosshatch - Lagoon"",""url"":""https://www.iconuph.com/products/crosshatch-lagoon""}","https://www.iconuph.com/products/crosshatch-lagoon","","☆ Performance

Grade 8
Type Chenille
Content 100% Polyester
Cleaning Code SW (Solvent or Water-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<p>☆ Performance</p>

<table><tbody><tr><th>Grade</th><td>8</td></tr>
  <tr><th>Type</th><td>Chenille</td></tr>
  <tr><th>Content</th><td>100% Polyester</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        SW
        
            (Solvent or Water-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Crosshatch-Lagoon.jpg?v=1728317492&width=1800""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Crosshatch-Lagoon.jpg?v=1728317492&width=1800""}","100% Polyester","{""dateDownloaded"":""2026-01-26T15:16:42Z"",""probability"":0.9767351747}","Crosshatch - Lagoon","","7995452981434","","https://www.iconuph.com/products/crosshatch-lagoon"
"","{""name"":""grade"",""value"":""7""},{""name"":""type"",""value"":""Chenille""},{""name"":""content"",""value"":""100% Polyester""},{""name"":""cleaning code"",""value"":""W (Water-Based Cleaner)""}","InStock","{""name"":""Derby""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Derby - 17"",""url"":""https://www.iconuph.com/products/derby-17""}","https://www.iconuph.com/products/derby-17","","☆ Performance

Grade 7
Type Chenille
Content 100% Polyester
Cleaning Code W (Water-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<p>☆ Performance</p>

<table><tbody><tr><th>Grade</th><td>7</td></tr>
  <tr><th>Type</th><td>Chenille</td></tr>
  <tr><th>Content</th><td>100% Polyester</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        W
        
            (Water-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Derby-17.jpg?v=1728317574&width=1800""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Derby-17.jpg?v=1728317574&width=1800""}","100% Polyester","{""dateDownloaded"":""2026-01-26T15:16:49Z"",""probability"":0.9639818072}","Derby - 17","7","7995453833402","","https://www.iconuph.com/products/derby-17"
"","{""name"":""grade"",""value"":""8""},{""name"":""type"",""value"":""Chenille""},{""name"":""content"",""value"":""100% Polyester""},{""name"":""cleaning code"",""value"":""SW (Solvent or Water-Based Cleaner)""}","InStock","{""name"":""Crosshatch""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Crosshatch - Nickel"",""url"":""https://www.iconuph.com/products/crosshatch-nickel""}","https://www.iconuph.com/products/crosshatch-nickel","","☆ Performance

Grade 8
Type Chenille
Content 100% Polyester
Cleaning Code SW (Solvent or Water-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<p>☆ Performance</p>

<table><tbody><tr><th>Grade</th><td>8</td></tr>
  <tr><th>Type</th><td>Chenille</td></tr>
  <tr><th>Content</th><td>100% Polyester</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        SW
        
            (Solvent or Water-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Crosshatch-Nickel.jpg?v=1728317501&width=1800""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Crosshatch-Nickel.jpg?v=1728317501&width=1800""}","100% Polyester","{""dateDownloaded"":""2026-01-26T15:16:55Z"",""probability"":0.9744151831}","Crosshatch - Nickel","","7995453079738","","https://www.iconuph.com/products/crosshatch-nickel"
"","{""name"":""type"",""value"":""Protected""},{""name"":""finish"",""value"":""Natural Smooth""},{""name"":""mill"",""value"":""Optima""},{""name"":""downloads"",""value"":""Nantucket Detail Sheet (PDF)""}","InStock","{""name"":""Nantucket""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Nantucket - Chestnut"",""url"":""https://www.iconuph.com/products/nantucket-chestnut""}","https://www.iconuph.com/products/nantucket-chestnut","Natural Smooth","☆ Performance

Type Protected
Finish Natural Smooth
Mill Optima
Downloads Nantucket Detail Sheet (PDF)

Image may vary from actual color/texture.
A swatch can be requested prior to ordering, however all leathers may vay (even compared to the swatch) due to dye lot variations.","<article>

<p>☆ Performance</p>

<table><tbody><tr><th>Type</th><td>Protected</td></tr>
  <tr><th>Finish</th><td>Natural Smooth</td></tr>
  <tr><th>Mill</th><td>Optima</td></tr>

  <tr>
    <th>Downloads</th>
    <td>
      <a href=""https://www.iconuph.com/cdn/shop/files/Nantucket_Spec_Sheet.pdf?v=4975254356888848875"">Nantucket Detail Sheet (PDF)</a>
    </td>
  </tr>
</tbody></table>

<p><em>
	Image may vary from actual color/texture.
	<br><br>A swatch can be requested prior to ordering, however all leathers may vay (even compared to the swatch) due to dye lot variations.
  </em></p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/NANTUCKET_chestnut_HI.jpg?v=1684972732&width=1024""}","{""url"":""https://www.iconuph.com/cdn/shop/files/NANTUCKET_chestnut_HI.jpg?v=1684972732&width=1024""}","","{""dateDownloaded"":""2026-01-26T15:17:01Z"",""probability"":0.9711391926}","Nantucket - Chestnut","","7382379135162","Natural Smooth","https://www.iconuph.com/products/nantucket-chestnut"
"","{""name"":""grade"",""value"":""6""},{""name"":""type"",""value"":""Woven Texture""},{""name"":""content"",""value"":""100% Polyester""},{""name"":""cleaning code"",""value"":""SW (Solvent or Water-Based Cleaner)""}","InStock","{""name"":""Cody""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Cody - Stone"",""url"":""https://www.iconuph.com/products/cody-stone""}","https://www.iconuph.com/products/cody-stone","","☆ Performance

Grade 6
Type Woven Texture
Content 100% Polyester
Cleaning Code SW (Solvent or Water-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<p>☆ Performance</p>

<table><tbody><tr><th>Grade</th><td>6</td></tr>
  <tr><th>Type</th><td>Woven Texture</td></tr>
  <tr><th>Content</th><td>100% Polyester </td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        SW
        
            (Solvent or Water-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Cody-Stone.jpg?v=1728317474&width=1800""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Cody-Stone.jpg?v=1728317474&width=1800""}","100% Polyester","{""dateDownloaded"":""2026-01-26T15:17:07Z"",""probability"":0.8877046108}","Cody - Stone","6","7995452883130","","https://www.iconuph.com/products/cody-stone"
"","{""name"":""grade"",""value"":""5""},{""name"":""type"",""value"":""Chenille""},{""name"":""content"",""value"":""100% Polyester""},{""name"":""cleaning code"",""value"":""S (Solvent-Based Cleaner)""}","InStock","{""name"":""Bianca""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Bianca - White"",""url"":""https://www.iconuph.com/products/bianca-white""}","https://www.iconuph.com/products/bianca-white","","Grade 5
Type Chenille
Content 100% Polyester
Cleaning Code S (Solvent-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<table><tbody><tr><th>Grade</th><td>5</td></tr>
  <tr><th>Type</th><td>Chenille</td></tr>
  <tr><th>Content</th><td>100% Polyester</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        S
        
            (Solvent-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Bianca-White.jpg?v=1713288529&width=3434""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Bianca-White.jpg?v=1713288529&width=3434""}","100% Polyester","{""dateDownloaded"":""2026-01-26T15:17:07Z"",""probability"":0.9818161726}","Bianca - White","5","7319186571450","","https://www.iconuph.com/products/bianca-white"
"","{""name"":""grade"",""value"":""7""},{""name"":""type"",""value"":""Bouclé""},{""name"":""content"",""value"":""100% Polyester""},{""name"":""cleaning code"",""value"":""W (Water-Based Cleaner)""}","InStock","{""name"":""Data""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Data - Cloud"",""url"":""https://www.iconuph.com/products/data-cloud""}","https://www.iconuph.com/products/data-cloud","","☆ Performance

Grade 7
Type Bouclé
Content 100% Polyester
Cleaning Code W (Water-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<p>☆ Performance</p>

<table><tbody><tr><th>Grade</th><td>7</td></tr>
  <tr><th>Type</th><td>Bouclé</td></tr>
  <tr><th>Content</th><td>100% Polyester</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        W
        
            (Water-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Data-Cloud.jpg?v=1713288954&width=3437""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Data-Cloud.jpg?v=1713288954&width=3437""}","100% Polyester","{""dateDownloaded"":""2026-01-26T15:17:19Z"",""probability"":0.9597203135}","Data - Cloud","7","7154909085882","","https://www.iconuph.com/products/data-cloud"
"","{""name"":""grade"",""value"":""3""},{""name"":""type"",""value"":""Bouclé""},{""name"":""content"",""value"":""100% Polyester""},{""name"":""cleaning code"",""value"":""S (Solvent-Based Cleaner)""}","InStock","{""name"":""Cuddle""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Cuddle - Pewter"",""url"":""https://www.iconuph.com/products/cuddle-pewter""}","https://www.iconuph.com/products/cuddle-pewter","","Grade 3
Type Bouclé
Content 100% Polyester
Cleaning Code S (Solvent-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<table><tbody><tr><th>Grade</th><td>3</td></tr>
  <tr><th>Type</th><td>Bouclé</td></tr>
  <tr><th>Content</th><td>100% Polyester </td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        S
        
            (Solvent-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Cuddle-Pewter.jpg?v=1713288910&width=3431""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Cuddle-Pewter.jpg?v=1713288910&width=3431""}","100% Polyester","{""dateDownloaded"":""2026-01-26T15:17:26Z"",""probability"":0.9737072587}","Cuddle - Pewter","","7319187685562","","https://www.iconuph.com/products/cuddle-pewter"
"","{""name"":""grade"",""value"":""5""},{""name"":""type"",""value"":""Chenille""},{""name"":""content"",""value"":""100% Polyester""},{""name"":""cleaning code"",""value"":""S (Solvent-Based Cleaner)""}","InStock","{""name"":""Bianca""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Bianca - Lichen"",""url"":""https://www.iconuph.com/products/bianca-lichen""}","https://www.iconuph.com/products/bianca-lichen","","Grade 5
Type Chenille
Content 100% Polyester
Cleaning Code S (Solvent-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<table><tbody><tr><th>Grade</th><td>5</td></tr>
  <tr><th>Type</th><td>Chenille</td></tr>
  <tr><th>Content</th><td>100% Polyester</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        S
        
            (Solvent-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Bianca-Lichen.jpg?v=1713288486&width=3460""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Bianca-Lichen.jpg?v=1713288486&width=3460""}","100% Polyester","{""dateDownloaded"":""2026-01-26T15:17:26Z"",""probability"":0.9846410155}","Bianca - Lichen","5","7319186407610","","https://www.iconuph.com/products/bianca-lichen"
"","{""name"":""grade"",""value"":""3""},{""name"":""type"",""value"":""Bouclé""},{""name"":""content"",""value"":""100% Polyester""},{""name"":""cleaning code"",""value"":""S (Solvent-Based Cleaner)""}","InStock","{""name"":""Cuddle""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Cuddle - Natural"",""url"":""https://www.iconuph.com/products/cuddle-natural""}","https://www.iconuph.com/products/cuddle-natural","","Grade 3
Type Bouclé
Content 100% Polyester
Cleaning Code S (Solvent-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<table><tbody><tr><th>Grade</th><td>3</td></tr>
  <tr><th>Type</th><td>Bouclé</td></tr>
  <tr><th>Content</th><td>100% Polyester </td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        S
        
            (Solvent-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Cuddle-Natural.jpg?v=1713288896&width=3414""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Cuddle-Natural.jpg?v=1713288896&width=3414""}","100% Polyester","{""dateDownloaded"":""2026-01-26T15:17:32Z"",""probability"":0.9818587899}","Cuddle - Natural","3","7319187652794","","https://www.iconuph.com/products/cuddle-natural"
"","{""name"":""grade"",""value"":""6""},{""name"":""type"",""value"":""Woven""},{""name"":""content"",""value"":""100% Polyester""},{""name"":""cleaning code"",""value"":""W (Water-Based Cleaner)""}","InStock","{""name"":""Budapest""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Budapest - 02"",""url"":""https://www.iconuph.com/products/budapest-02""}","https://www.iconuph.com/products/budapest-02","","☆ Performance

Grade 6
Type Woven
Content 100% Polyester
Cleaning Code W (Water-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<p>☆ Performance</p>

<table><tbody><tr><th>Grade</th><td>6</td></tr>
  <tr><th>Type</th><td>Woven</td></tr>
  <tr><th>Content</th><td>100% Polyester </td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        W
        
            (Water-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Budapest-02.jpg?v=1713288629&width=3432""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Budapest-02.jpg?v=1713288629&width=3432""}","100% Polyester","{""dateDownloaded"":""2026-01-26T15:17:34Z"",""probability"":0.9721367359}","Budapest - 02","6","7319186735290","","https://www.iconuph.com/products/budapest-02"
"","{""name"":""grade"",""value"":""8""},{""name"":""type"",""value"":""Chenille""},{""name"":""content"",""value"":""100% Polyester""},{""name"":""cleaning code"",""value"":""SW (Solvent or Water-Based Cleaner)""}","InStock","{""name"":""Crosshatch""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Crosshatch - Saffron"",""url"":""https://www.iconuph.com/products/crosshatch-saffron""}","https://www.iconuph.com/products/crosshatch-saffron","","☆ Performance

Grade 8
Type Chenille
Content 100% Polyester
Cleaning Code SW (Solvent or Water-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<p>☆ Performance</p>

<table><tbody><tr><th>Grade</th><td>8</td></tr>
  <tr><th>Type</th><td>Chenille</td></tr>
  <tr><th>Content</th><td>100% Polyester</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        SW
        
            (Solvent or Water-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Crosshatch-Saffron.jpg?v=1728317507&width=1800""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Crosshatch-Saffron.jpg?v=1728317507&width=1800""}","100% Polyester","{""dateDownloaded"":""2026-01-26T15:17:51Z"",""probability"":0.9697420597}","Crosshatch - Saffron","","7995453145274","","https://www.iconuph.com/products/crosshatch-saffron"
"","{""name"":""grade"",""value"":""3""},{""name"":""type"",""value"":""Bouclé""},{""name"":""content"",""value"":""100% Polyester""},{""name"":""cleaning code"",""value"":""S (Solvent-Based Cleaner)""}","InStock","{""name"":""Cuddle""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Cuddle - Marine"",""url"":""https://www.iconuph.com/products/cuddle-marine""}","https://www.iconuph.com/products/cuddle-marine","","Grade 3
Type Bouclé
Content 100% Polyester
Cleaning Code S (Solvent-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<table><tbody><tr><th>Grade</th><td>3</td></tr>
  <tr><th>Type</th><td>Bouclé</td></tr>
  <tr><th>Content</th><td>100% Polyester </td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        S
        
            (Solvent-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Cuddle-Marine.jpg?v=1713288881&width=3443""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Cuddle-Marine.jpg?v=1713288881&width=3443""}","100% Polyester","{""dateDownloaded"":""2026-01-26T15:17:52Z"",""probability"":0.979786396}","Cuddle - Marine","","7319187554490","","https://www.iconuph.com/products/cuddle-marine"
"","{""name"":""grade"",""value"":""5""},{""name"":""type"",""value"":""Chenille""},{""name"":""content"",""value"":""100% Polyester""},{""name"":""cleaning code"",""value"":""S (Solvent-Based Cleaner)""}","InStock","{""name"":""Bianca""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Bianca - Otter"",""url"":""https://www.iconuph.com/products/bianca-otter""}","https://www.iconuph.com/products/bianca-otter","","Grade 5
Type Chenille
Content 100% Polyester
Cleaning Code S (Solvent-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<table><tbody><tr><th>Grade</th><td>5</td></tr>
  <tr><th>Type</th><td>Chenille</td></tr>
  <tr><th>Content</th><td>100% Polyester</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        S
        
            (Solvent-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Bianca-Otter.jpg?v=1713288515&width=3425""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Bianca-Otter.jpg?v=1713288515&width=3425""}","100% Polyester","{""dateDownloaded"":""2026-01-26T15:17:58Z"",""probability"":0.9838109612}","Bianca - Otter","5","7319186473146","","https://www.iconuph.com/products/bianca-otter"
"","{""name"":""grade"",""value"":""3""},{""name"":""type"",""value"":""Chenille""},{""name"":""content"",""value"":""100% Polyester""},{""name"":""cleaning code"",""value"":""S (Solvent-Based Cleaner)""}","InStock","{""name"":""Luscious""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Luscious - Fog"",""url"":""https://www.iconuph.com/products/luscious-fog""}","https://www.iconuph.com/products/luscious-fog","","Grade 3
Type Chenille
Content 100% Polyester
Cleaning Code S (Solvent-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<table><tbody><tr><th>Grade</th><td>3</td></tr>
  <tr><th>Type</th><td>Chenille</td></tr>
  <tr><th>Content</th><td>100% Polyester</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        S
        
            (Solvent-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Luscious-Fog.jpg?v=1713290180&width=3433""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Luscious-Fog.jpg?v=1713290180&width=3433""}","100% Polyester","{""dateDownloaded"":""2026-01-26T15:18:18Z"",""probability"":0.9791297317}","Luscious - Fog","3","7319190208698","","https://www.iconuph.com/products/luscious-fog"
"","{""name"":""grade"",""value"":""3""},{""name"":""type"",""value"":""Chenille""},{""name"":""content"",""value"":""100% Polyester""},{""name"":""cleaning code"",""value"":""S (Solvent-Based Cleaner)""}","InStock","{""name"":""Luscious""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Luscious - Driftwood"",""url"":""https://www.iconuph.com/products/luscious-driftwood""}","https://www.iconuph.com/products/luscious-driftwood","","Grade 3
Type Chenille
Content 100% Polyester
Cleaning Code S (Solvent-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<table><tbody><tr><th>Grade</th><td>3</td></tr>
  <tr><th>Type</th><td>Chenille</td></tr>
  <tr><th>Content</th><td>100% Polyester</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        S
        
            (Solvent-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Luscious-Driftwood.jpg?v=1713290166&width=3435""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Luscious-Driftwood.jpg?v=1713290166&width=3435""}","100% Polyester","{""dateDownloaded"":""2026-01-26T15:18:19Z"",""probability"":0.9790906906}","Luscious - Driftwood","3","7348435189946","","https://www.iconuph.com/products/luscious-driftwood"
